episode,score,total_reward,survival_steps,epsilon,moving_avg_score_100,moving_avg_reward_100
149,1,-0.4999999999999982,7,0.4738479773082268,0.95,-1.4670000000000007
150,2,7.799999999999983,25,0.47147873742168567,0.95,-1.483000000000001
151,1,-2.5999999999999925,28,0.46912134373457726,0.96,-1.4020000000000008
152,1,-0.3000000000000007,5,0.46677573701590436,0.97,-1.2980000000000012
153,2,9.600000000000001,7,0.46444185833082485,0.98,-1.197000000000001
154,1,-1.999999999999993,22,0.46211964903917074,0.99,-1.1130000000000007
155,0,-10.4,5,0.4598090507939749,0.99,-1.114000000000001
156,1,-0.3999999999999986,6,0.457510005540005,1.0,-1.003000000000001
157,0,-10.8,9,0.45522245551230495,1.0,-1.005000000000001
158,0,-11.0,11,0.4529463432347434,1.0,-1.0110000000000006
159,0,-10.4,5,0.4506816115185697,1.0,-1.0110000000000006
160,1,-1.3999999999999986,16,0.4484282034609769,1.01,-0.9130000000000007
161,0,-10.6,7,0.446186062443672,1.01,-0.9150000000000006
162,2,8.900000000000006,14,0.4439551321314536,1.02,-0.8160000000000005
163,1,-1.5999999999999943,18,0.4417353564707963,1.01,-0.9280000000000004
164,1,-0.29999999999999893,5,0.43952667968844233,1.01,-0.9160000000000004
165,1,-1.899999999999995,21,0.43732904629000013,1.02,-0.8270000000000003
166,2,7.999999999999989,23,0.4351424010585501,1.03,-0.7430000000000005
167,2,9.700000000000003,6,0.43296668905325736,1.04,-0.6380000000000007
168,2,8.399999999999999,19,0.43080185560799106,1.06,-0.45100000000000073
169,2,9.0,13,0.4286478463299511,1.08,-0.2580000000000006
170,1,-0.5,7,0.42650460709830135,1.08,-0.26100000000000056
171,1,-0.29999999999999893,5,0.42437208406280985,1.09,-0.16200000000000053
172,3,16.899999999999984,35,0.4222502236424958,1.11,0.0119999999999993
173,2,8.599999999999994,17,0.42013897252428334,1.12,0.10399999999999933
174,8,66.00000000000006,49,0.4180382776616619,1.17,0.577
175,3,18.699999999999996,17,0.4159480862733536,1.17,0.593
176,2,9.200000000000003,11,0.41386834584198684,1.19,0.791
177,4,27.29999999999996,32,0.4117990041127769,1.23,1.1709999999999996
178,2,9.200000000000003,11,0.40974000909221303,1.24,1.2749999999999995
179,3,16.39999999999998,40,0.40769130904675194,1.27,1.5429999999999995
180,2,8.599999999999994,17,0.40565285250151817,1.28,1.6299999999999992
181,4,25.499999999999943,50,0.4036245882390106,1.32,1.9879999999999987
182,2,7.800000000000004,25,0.4016064652978155,1.33,2.078999999999999
183,1,-0.6999999999999993,9,0.3995984329713264,1.33,2.078999999999999
184,0,-10.6,7,0.3976004408064698,1.32,1.9869999999999988
185,0,-11.1,12,0.39561243860243744,1.31,1.8889999999999991
186,0,-10.4,5,0.3936343764094253,1.3,1.810999999999999
187,1,-0.3999999999999986,6,0.39166620452737816,1.29,1.712999999999999
188,3,18.9,15,0.3897078735047413,1.32,2.0039999999999987
189,4,27.69999999999999,28,0.3877593341372176,1.35,2.288999999999999
190,3,18.99999999999999,14,0.3858205374665315,1.38,2.581999999999999
191,0,-10.4,5,0.38389143477919885,1.38,2.5819999999999994
192,2,8.499999999999986,18,0.3819719776053028,1.39,2.685999999999999
193,3,19.099999999999994,13,0.3800621177172763,1.41,2.880999999999999
194,1,-2.1999999999999993,24,0.37816180712868996,1.42,2.962999999999999
195,2,8.599999999999994,17,0.37627099809304654,1.43,3.050999999999998
196,2,7.6000000000000085,27,0.3743896431025813,1.44,3.1329999999999982
197,2,8.099999999999994,22,0.37251769488706843,1.46,3.3189999999999986
198,2,9.2,11,0.3706551064126331,1.45,3.2169999999999987
199,4,26.99999999999997,35,0.36880183088056995,1.48,3.496999999999997
200,1,-0.7999999999999989,10,0.3669578217261671,1.47,3.402999999999997
201,1,-0.4999999999999982,7,0.36512303261753626,1.47,3.4079999999999977
202,4,27.899999999999984,26,0.3632974174544486,1.51,3.7919999999999976
203,4,26.39999999999997,41,0.3614809303671764,1.55,4.164999999999997
204,0,-10.5,6,0.3596735257153405,1.55,4.163999999999998
205,2,8.799999999999997,15,0.3578751580867638,1.55,4.171999999999998
206,1,-1.2999999999999954,15,0.35608578229633,1.55,4.173999999999998
207,5,37.19999999999997,34,0.3543053533848483,1.59,4.551999999999997
208,6,48.199999999999974,25,0.35253382661792404,1.64,5.048999999999998
209,2,9.600000000000001,7,0.3507711574848344,1.65,5.165999999999997
210,2,9.100000000000001,12,0.34901730169741024,1.66,5.263999999999998
211,1,-0.5,7,0.3472722151889232,1.66,5.261999999999997
212,0,-10.3,4,0.3455358541129786,1.65,5.166999999999997
213,0,-10.5,6,0.3438081748424137,1.64,5.074999999999997
214,2,9.199999999999996,11,0.3420891339682016,1.63,4.986999999999997
215,4,28.599999999999994,19,0.3403786882983606,1.67,5.3749999999999964
216,4,27.59999999999998,29,0.3386767948568688,1.68,5.464999999999996
217,5,36.79999999999997,38,0.33698341088258443,1.7,5.6459999999999955
218,3,18.399999999999984,20,0.3352984938281715,1.73,5.943999999999996
219,0,-10.5,6,0.33362200135903064,1.73,5.953999999999996
220,1,-0.1999999999999993,4,0.33195389135223546,1.73,5.956999999999996
221,4,28.499999999999986,20,0.3302941218954743,1.77,6.343999999999997
222,3,19.0,14,0.32864265128599696,1.79,6.535999999999997
223,3,18.39999999999999,20,0.326999438029567,1.8,6.633999999999997
224,6,46.89999999999998,38,0.3253644408394192,1.86,7.208999999999996
225,3,18.4,20,0.3237376186352221,1.88,7.406999999999996
226,4,26.49999999999997,40,0.322118930542046,1.91,7.679999999999996
227,1,-0.6999999999999993,9,0.32050833588933575,1.9,7.579999999999995
228,3,18.299999999999983,21,0.31890579420988907,1.93,7.8799999999999955
229,2,8.59999999999999,17,0.3173112652388396,1.95,8.068999999999996
230,2,9.399999999999999,9,0.3157247089126454,1.95,8.063999999999995
231,3,18.69999999999999,17,0.3141460853680822,1.98,8.355999999999995
232,2,9.0,13,0.3125753549412418,2.0,8.549999999999995
233,0,-10.4,5,0.31101247816653554,1.95,8.062999999999995
234,5,36.69999999999997,39,0.30945741577570285,1.98,8.338999999999993
235,2,9.600000000000001,7,0.3079101286968243,1.99,8.447999999999997
236,1,-0.8999999999999986,11,0.3063705780533402,2.0,8.546999999999995
237,3,19.099999999999994,13,0.30483872516307353,2.02,8.756999999999996
238,2,8.399999999999999,19,0.3033145315372582,2.03,8.855999999999995
239,1,-1.3000000000000007,15,0.3017979588795719,2.04,8.952999999999996
240,1,-0.9999999999999964,12,0.30028896908517405,2.05,9.048999999999994
241,1,-0.1999999999999993,4,0.2987875242397482,2.04,8.964999999999996
242,0,-11.5,16,0.29729358661854943,2.02,8.764999999999993
243,5,34.89999999999997,57,0.29580711868545667,2.04,8.933999999999996
244,3,18.09999999999999,23,0.2943280830920294,2.04,8.928999999999995
245,2,8.399999999999999,19,0.29285644267656924,2.03,8.835999999999997
246,2,8.600000000000001,17,0.2913921604631864,2.05,9.085999999999995
247,1,-0.9999999999999964,12,0.28993519966087045,2.05,9.092999999999996
248,1,-0.5999999999999996,8,0.2884855236625661,2.04,8.990999999999994
249,4,28.399999999999984,21,0.28704309604425327,2.07,9.279999999999996
250,0,-10.4,5,0.285607880564032,2.05,9.097999999999995
251,1,-0.8999999999999968,11,0.28417984116121187,2.05,9.114999999999995
252,7,55.599999999999966,52,0.2827589419554058,2.11,9.673999999999994
253,3,17.49999999999999,29,0.28134514724562876,2.12,9.752999999999995
254,1,-0.3000000000000007,5,0.2799384215094006,2.12,9.769999999999996
255,3,16.199999999999974,42,0.27853872940185365,2.15,10.035999999999994
256,2,9.199999999999996,11,0.27714603575484437,2.16,10.131999999999994
257,4,28.19999999999998,23,0.2757603055760701,2.2,10.521999999999993
258,4,28.79999999999999,17,0.2743815040481898,2.24,10.919999999999995
259,0,-10.7,8,0.2730095965279488,2.24,10.916999999999994
260,3,19.3,11,0.27164454854530906,2.26,11.123999999999992
261,1,-0.3000000000000007,5,0.2702863258025825,2.27,11.226999999999993
262,0,-11.3,14,0.2689348941735696,2.25,11.024999999999995
263,1,-0.6999999999999975,9,0.26759021970270175,2.25,11.033999999999992
264,3,18.499999999999996,19,0.2662522686041882,2.27,11.221999999999996
265,0,-10.6,7,0.2649210072611673,2.26,11.134999999999996
266,1,-0.7999999999999989,10,0.26359640222486147,2.25,11.046999999999993
267,2,8.79999999999999,15,0.26227842021373715,2.25,11.037999999999993
268,3,18.29999999999998,21,0.2609670281126685,2.26,11.136999999999995
269,0,-10.5,6,0.25966219297210513,2.24,10.941999999999993
270,5,37.99999999999998,26,0.2583638820072446,2.28,11.326999999999993
271,1,-0.5,7,0.2570720625972084,2.28,11.324999999999994
272,1,-0.7999999999999972,10,0.25578670228422234,2.26,11.147999999999994
273,1,-1.1999999999999975,14,0.25450776877280124,2.25,11.049999999999994
274,3,18.9,15,0.2532352299289372,2.2,10.578999999999994
275,3,19.09999999999999,13,0.2519690537792925,2.2,10.582999999999993
276,1,-1.1999999999999993,14,0.2507092085103961,2.19,10.478999999999992
277,5,38.89999999999999,17,0.2494556624678441,2.2,10.594999999999994
278,0,-10.7,8,0.24820838415550486,2.18,10.395999999999992
279,3,17.99999999999998,24,0.24696734223472733,2.18,10.411999999999994
280,5,38.09999999999999,25,0.2457325055235537,2.21,10.706999999999992
281,4,25.699999999999953,48,0.24450384299593592,2.21,10.708999999999994
282,5,38.29999999999998,23,0.24328132378095624,2.24,11.013999999999994
283,10,86.70000000000005,44,0.24206491716205145,2.33,11.887999999999993
284,7,56.999999999999986,38,0.2408545925762412,2.4,12.563999999999995
285,1,-0.3000000000000007,5,0.23965031961336,2.41,12.671999999999993
286,1,-0.1999999999999993,4,0.2384520680152932,2.42,12.773999999999994
287,6,46.69999999999998,40,0.23725980767521673,2.47,13.244999999999994
288,4,29.099999999999994,14,0.23607350863684065,2.48,13.34699999999999
289,8,66.1,48,0.23489314109365644,2.52,13.73099999999999
290,5,38.199999999999974,24,0.23371867538818816,2.54,13.922999999999993
291,2,8.400000000000002,19,0.23255008201124722,2.56,14.110999999999992
292,1,-0.29999999999999893,5,0.231387331601191,2.55,14.022999999999994
293,6,47.29999999999999,34,0.23023039494318503,2.58,14.304999999999993
294,2,8.799999999999997,15,0.2290792429684691,2.59,14.414999999999994
295,3,17.799999999999976,26,0.22793384675362674,2.6,14.506999999999994
296,3,17.89999999999998,25,0.22679417751985861,2.61,14.609999999999992
297,6,47.99999999999998,27,0.22566020663225933,2.65,15.008999999999991
298,1,-1.1999999999999975,14,0.22453190559909803,2.64,14.904999999999994
299,0,-10.3,4,0.22340924607110255,2.6,14.531999999999993
300,3,17.999999999999982,24,0.22229219984074702,2.62,14.719999999999994
301,3,17.999999999999982,24,0.2211807388415433,2.64,14.90499999999999
302,3,19.400000000000002,10,0.22007483514733558,2.63,14.819999999999993
303,1,-0.3000000000000007,5,0.2189744609715989,2.6,14.552999999999995
304,3,17.999999999999975,24,0.2178795886667409,2.63,14.837999999999996
305,5,37.999999999999986,26,0.2167901907234072,2.66,15.129999999999994
306,3,17.999999999999993,24,0.21570623976979014,2.68,15.322999999999993
307,4,28.399999999999984,21,0.21462770857094118,2.67,15.234999999999992
308,5,36.699999999999974,39,0.21355457002808648,2.66,15.119999999999994
309,3,19.299999999999994,11,0.21248679717794605,2.67,15.216999999999993
310,6,47.19999999999996,35,0.21142436319205632,2.71,15.597999999999992
311,5,37.299999999999976,33,0.21036724137609603,2.75,15.97599999999999
312,6,47.49999999999997,32,0.20931540516921554,2.81,16.553999999999988
313,1,-0.7999999999999972,10,0.20826882814336947,2.82,16.650999999999993
314,4,27.49999999999998,30,0.20722748400265262,2.84,16.833999999999993
315,4,26.79999999999996,37,0.20619134658263935,2.84,16.81599999999999
316,3,18.799999999999997,16,0.20516038984972615,2.83,16.72799999999999
317,5,38.19999999999998,24,0.2041345879004775,2.83,16.74199999999999
318,3,19.0,14,0.2031139149609751,2.83,16.74799999999999
319,3,18.999999999999993,14,0.20209834538617025,2.86,17.042999999999992
320,0,-10.4,5,0.2010878536592394,2.85,16.94099999999999
321,2,8.399999999999991,19,0.2000824143909432,2.83,16.73999999999999
322,5,38.49999999999999,21,0.19908200231898848,2.85,16.93499999999999
323,4,27.199999999999974,33,0.19808659230739353,2.86,17.02299999999999
324,2,9.299999999999997,10,0.19709615934585656,2.82,16.64699999999999
325,3,18.29999999999998,21,0.19611067854912728,2.82,16.64599999999999
326,5,37.49999999999997,31,0.19513012515638165,2.83,16.755999999999993
327,4,28.399999999999984,21,0.19415447453059972,2.86,17.04699999999999
328,1,-0.7999999999999989,10,0.19318370215794672,2.84,16.85599999999999
329,5,37.49999999999999,31,0.192217783647157,2.87,17.144999999999992
330,5,37.199999999999974,34,0.1912566947289212,2.9,17.42299999999999
331,4,28.599999999999987,19,0.1903004112552766,2.91,17.521999999999988
332,3,18.599999999999994,18,0.18934890919900021,2.92,17.61799999999999
333,3,18.69999999999999,17,0.18840216465300522,2.95,17.90899999999999
334,4,27.699999999999974,28,0.18746015382974018,2.94,17.81899999999999
335,6,45.69999999999996,50,0.1865228530605915,2.98,18.179999999999993
336,3,17.299999999999983,31,0.18559023879528855,3.0,18.361999999999988
337,8,56.69999999999999,41,0.1846622876013121,3.05,18.73799999999999
338,5,36.79999999999997,38,0.18373897616330553,3.08,19.021999999999988
339,1,-0.5,7,0.182820281282489,3.08,19.029999999999987
340,3,19.199999999999996,12,0.18190617987607657,3.1,19.23199999999999
341,2,9.5,8,0.18099664897669618,3.11,19.328999999999986
342,4,29.099999999999994,14,0.1800916657318127,3.15,19.73499999999999
343,6,47.899999999999984,28,0.17919120740315364,3.16,19.864999999999988
344,6,46.39999999999996,43,0.17829525136613786,3.19,20.14799999999999
345,4,28.19999999999998,23,0.17740377510930716,3.21,20.34599999999999
346,5,38.49999999999999,21,0.17651675623376062,3.24,20.644999999999992
347,3,19.199999999999992,12,0.1756341724525918,3.26,20.846999999999984
348,2,9.09999999999999,12,0.17475600159032884,3.27,20.94399999999999
349,2,8.199999999999996,21,0.17388222158237718,3.25,20.741999999999983
350,6,47.799999999999976,29,0.1730128104744653,3.31,21.323999999999987
351,4,27.799999999999997,27,0.17214774642209296,3.34,21.61099999999999
352,1,-0.3000000000000007,5,0.1712870076899825,3.28,21.051999999999992
353,3,19.799999999999997,6,0.17043057265153258,3.28,21.074999999999992
354,5,37.49999999999998,31,0.16957841978827493,3.32,21.452999999999992
355,4,28.299999999999983,22,0.16873052768933355,3.33,21.57399999999999
356,5,38.399999999999984,22,0.1678868750508869,3.36,21.865999999999996
357,2,8.899999999999999,14,0.16704744067563246,3.34,21.67299999999999
358,3,17.999999999999986,24,0.1662122034722543,3.33,21.56499999999999
359,7,56.79999999999998,40,0.16538114245489302,3.4,22.239999999999995
360,0,-10.7,8,0.16455423674261854,3.37,21.939999999999994
361,1,-1.399999999999995,16,0.16373146555890544,3.37,21.92899999999999
362,5,38.599999999999994,20,0.16291280823111093,3.42,22.427999999999994
363,2,9.899999999999999,4,0.16209824418995536,3.43,22.533999999999992
364,5,37.299999999999976,33,0.16128775296900558,3.45,22.721999999999994
365,3,18.79999999999999,16,0.16048131420416054,3.48,23.015999999999995
366,5,38.09999999999999,25,0.15967890763313974,3.52,23.404999999999994
367,6,47.09999999999997,36,0.15888051309497406,3.56,23.787999999999993
368,4,26.999999999999964,35,0.1580861105294992,3.57,23.87499999999999
369,5,36.19999999999997,44,0.1572956799768517,3.62,24.341999999999985
370,3,18.29999999999999,21,0.15650920157696743,3.6,24.144999999999985
371,3,18.7,17,0.1557266555690826,3.62,24.33699999999999
372,3,18.89999999999999,15,0.1549480222912372,3.64,24.53399999999999
373,4,27.399999999999984,31,0.15417328217978102,3.67,24.81999999999999
374,6,47.199999999999974,35,0.1534024157688821,3.7,25.102999999999984
375,9,74.50000000000004,65,0.1526354036900377,3.76,25.65699999999999
376,4,28.19999999999998,23,0.1518722266715875,3.79,25.950999999999986
377,2,7.999999999999986,23,0.15111286553822956,3.76,25.641999999999985
378,6,46.49999999999997,42,0.15035730121053842,3.82,26.213999999999988
379,1,-1.0,12,0.14960551470448571,3.8,26.023999999999987
380,9,76.59999999999998,44,0.14885748713096328,3.84,26.40899999999999
381,0,-10.5,6,0.14811319969530845,3.8,26.04699999999999
382,4,27.099999999999973,34,0.1473726336968319,3.79,25.93499999999999
383,1,-0.9999999999999982,12,0.14663577052834775,3.7,25.05799999999999
384,1,-0.5999999999999996,8,0.14590259167570602,3.64,24.48199999999999
385,3,19.4,10,0.1451730787173275,3.66,24.678999999999988
386,3,18.299999999999997,21,0.14444721332374086,3.68,24.86399999999999
387,3,18.29999999999999,21,0.14372497725712216,3.65,24.579999999999995
388,2,8.599999999999987,17,0.14300635237083656,3.63,24.37499999999999
389,9,76.20000000000005,48,0.14229132060898236,3.64,24.475999999999985
390,2,9.400000000000002,9,0.14157986400593744,3.61,24.187999999999988
391,3,18.39999999999999,20,0.14087196468590776,3.62,24.287999999999993
392,4,28.599999999999994,19,0.14016760486247823,3.65,24.576999999999984
