episode,score,total_reward,survival_steps,epsilon,moving_avg_score_100,moving_avg_reward_100
912,13,116.20000000000002,52,0.010343074195922241,11.97,104.48500000000013
913,7,57.900000000000006,29,0.01029135882494263,11.96,104.39800000000014
914,17,153.10000000000016,87,0.010239902030817916,12.01,104.85400000000013
915,12,105.40000000000009,59,0.010188702520663827,12.06,105.33300000000013
916,8,65.49999999999999,54,0.010137759008060509,12.0,104.73700000000012
917,15,131.10000000000028,105,0.010087070213020206,12.0,104.70500000000013
918,6,46.89999999999998,38,0.010036634861955105,11.9,103.74700000000011
919,8,67.5,34,0.01,11.89,103.66000000000011
920,12,105.80000000000011,55,0.01,11.87,103.48600000000012
921,11,95.40000000000003,58,0.01,11.92,103.96000000000011
922,12,104.40000000000006,69,0.01,11.96,104.32900000000011
923,15,134.0000000000002,76,0.01,12.02,104.89700000000012
924,11,96.10000000000008,51,0.01,12.03,105.00200000000012
925,4,28.89999999999999,16,0.01,11.94,104.15100000000011
926,9,76.30000000000001,47,0.01,11.85,103.29100000000011
927,13,114.50000000000011,69,0.01,11.83,103.06800000000013
928,3,19.299999999999997,11,0.01,11.72,101.99600000000011
929,12,107.10000000000008,42,0.01,11.7,101.8340000000001
930,9,76.70000000000002,43,0.01,11.66,101.44800000000012
931,10,85.90000000000003,52,0.01,11.64,101.24600000000014
932,12,105.20000000000013,61,0.01,11.64,101.23000000000015
933,13,115.10000000000011,63,0.01,11.64,101.24200000000012
934,10,87.10000000000008,40,0.01,11.71,101.92700000000012
935,13,103.40000000000019,79,0.01,11.7,101.71500000000013
936,16,140.0000000000004,117,0.01,11.77,102.36600000000011
937,11,95.90000000000009,53,0.01,11.75,102.1900000000001
938,17,151.90000000000026,99,0.01,11.8,102.65400000000011
939,4,28.79999999999999,17,0.01,11.73,101.9840000000001
940,11,96.40000000000005,48,0.01,11.72,101.90500000000009
941,9,76.30000000000007,47,0.01,11.71,101.8060000000001
942,7,57.19999999999999,36,0.01,11.63,101.04000000000009
943,5,37.899999999999984,27,0.01,11.46,99.42100000000009
944,4,28.999999999999993,15,0.01,11.35,98.47500000000011
945,7,56.79999999999997,40,0.01,11.31,98.09600000000012
946,12,106.2000000000001,51,0.01,11.34,98.39000000000009
947,11,95.60000000000011,56,0.01,11.35,98.50100000000012
948,18,162.30000000000024,96,0.01,11.44,99.36800000000012
949,12,104.90000000000012,64,0.01,11.4,98.99600000000011
950,11,97.30000000000001,39,0.01,11.35,98.53600000000012
951,14,124.00000000000017,75,0.01,11.36,98.64100000000009
952,9,75.70000000000007,53,0.01,11.36,98.6360000000001
953,10,85.80000000000007,53,0.01,11.33,98.34700000000008
954,5,38.499999999999986,21,0.01,11.16,96.71300000000011
955,15,135.00000000000014,66,0.01,11.19,97.0060000000001
956,9,77.10000000000002,39,0.01,11.17,96.81600000000009
957,12,104.8000000000001,65,0.01,11.14,96.52300000000008
958,15,135.10000000000014,65,0.01,11.13,96.45600000000009
959,1,-0.40000000000000036,6,0.01,11.01,95.31000000000009
960,17,150.60000000000036,112,0.01,11.14,96.5340000000001
961,12,103.4000000000002,79,0.01,11.23,97.39000000000011
962,4,27.499999999999986,30,0.01,11.24,97.47600000000011
963,15,134.50000000000017,71,0.01,11.33,98.34700000000012
964,10,86.60000000000004,45,0.01,11.33,98.33600000000011
965,18,160.50000000000034,114,0.01,11.42,99.16800000000012
966,13,115.40000000000012,60,0.01,11.46,99.5430000000001
967,15,133.30000000000018,83,0.01,11.49,99.8130000000001
968,6,47.49999999999997,32,0.01,11.33,98.2900000000001
969,12,104.10000000000012,72,0.01,11.36,98.5690000000001
970,6,47.79999999999998,29,0.01,11.27,97.7220000000001
971,18,165.00000000000014,69,0.01,11.26,97.77800000000012
972,6,47.299999999999976,34,0.01,11.13,96.57000000000009
973,11,96.10000000000005,51,0.01,11.11,96.3970000000001
974,15,133.50000000000023,81,0.01,11.15,96.7760000000001
975,18,165.6000000000002,63,0.01,11.24,97.67100000000009
976,6,48.79999999999999,19,0.01,11.23,97.5980000000001
977,16,142.9000000000002,88,0.01,11.26,97.8810000000001
978,9,75.90000000000006,51,0.01,11.26,97.87000000000009
979,10,86.90000000000003,42,0.01,11.2,97.30700000000007
980,16,141.50000000000026,102,0.01,11.23,97.5850000000001
981,18,163.10000000000016,88,0.01,11.28,98.0720000000001
982,3,19.399999999999995,10,0.01,11.18,97.1600000000001
983,12,105.70000000000007,56,0.01,11.24,97.73500000000011
984,20,183.10000000000022,90,0.01,11.38,99.0970000000001
985,7,56.49999999999997,43,0.01,11.34,98.71600000000011
986,17,152.70000000000022,91,0.01,11.39,99.1890000000001
987,6,48.399999999999984,23,0.01,11.37,99.0100000000001
988,13,114.00000000000014,74,0.01,11.34,98.71300000000011
989,15,133.70000000000022,79,0.01,11.36,98.8970000000001
990,8,67.1,38,0.01,11.27,98.06900000000009
991,9,76.00000000000006,50,0.01,11.22,97.5870000000001
992,14,123.5000000000002,80,0.01,11.19,97.30900000000011
993,13,115.7000000000001,57,0.01,11.22,97.60600000000011
994,13,114.50000000000016,69,0.01,11.25,97.8830000000001
995,11,93.60000000000018,76,0.01,11.28,98.1320000000001
996,4,28.099999999999987,24,0.01,11.2,97.35400000000013
997,8,68.4,25,0.01,11.14,96.7850000000001
998,16,141.10000000000025,106,0.01,11.18,97.12700000000012
999,7,56.89999999999998,39,0.01,11.15,96.83700000000012
1000,17,150.70000000000033,111,0.01,11.2,97.2890000000001
1001,14,124.80000000000013,67,0.01,11.19,97.20500000000011
1002,12,104.80000000000007,65,0.01,11.24,97.68000000000009
1003,13,115.50000000000011,59,0.01,11.21,97.4010000000001
1004,8,66.0,49,0.01,11.13,96.6460000000001
1005,4,28.599999999999994,19,0.01,11.07,96.0780000000001
1006,17,153.20000000000027,86,0.01,11.03,95.69300000000013
1007,17,143.50000000000017,82,0.01,11.1,96.26200000000011
1008,12,104.20000000000013,71,0.01,11.11,96.33500000000012
1009,6,48.59999999999998,21,0.01,11.07,95.97100000000012
1010,18,162.70000000000022,92,0.01,11.12,96.46900000000011
1011,8,67.09999999999997,38,0.01,11.13,96.56800000000013
1012,16,144.40000000000015,73,0.01,11.16,96.8500000000001
1013,13,112.5000000000003,89,0.01,11.22,97.3960000000001
1014,14,124.30000000000018,72,0.01,11.19,97.1080000000001
1015,13,115.60000000000012,58,0.01,11.2,97.2100000000001
1016,17,153.9000000000002,79,0.01,11.29,98.0940000000001
1017,3,17.79999999999999,26,0.01,11.17,96.9610000000001
1018,12,105.60000000000008,57,0.01,11.23,97.54800000000009
1019,7,56.400000000000006,44,0.01,11.22,97.4370000000001
1020,12,105.3000000000001,60,0.01,11.22,97.43200000000007
1021,7,57.79999999999998,30,0.01,11.18,97.0560000000001
1022,16,141.4000000000003,103,0.01,11.22,97.42600000000007
1023,15,132.6000000000002,90,0.01,11.22,97.41200000000008
1024,16,143.60000000000025,81,0.01,11.27,97.8870000000001
1025,12,105.2000000000001,61,0.01,11.35,98.65000000000013
1026,6,47.39999999999997,33,0.01,11.32,98.36100000000012
1027,16,140.60000000000036,111,0.01,11.35,98.6220000000001
1028,13,115.7000000000001,57,0.01,11.45,99.58600000000011
1029,12,104.40000000000018,69,0.01,11.45,99.55900000000011
1030,11,94.80000000000008,64,0.01,11.47,99.74000000000011
1031,13,114.40000000000015,70,0.01,11.5,100.0250000000001
1032,10,85.70000000000002,54,0.01,11.48,99.8300000000001
1033,16,141.90000000000026,98,0.01,11.51,100.0980000000001
1034,13,115.70000000000013,57,0.01,11.54,100.38400000000013
1035,12,106.00000000000006,53,0.01,11.53,100.41000000000011
1036,15,135.7000000000001,59,0.01,11.52,100.36700000000012
1037,9,74.9000000000001,61,0.01,11.5,100.15700000000011
1038,10,82.80000000000013,83,0.01,11.43,99.46600000000011
1039,17,153.40000000000018,84,0.01,11.56,100.71200000000007
1040,18,161.50000000000023,104,0.01,11.63,101.3630000000001
1041,11,97.30000000000004,39,0.01,11.65,101.57300000000008
1042,12,105.10000000000005,62,0.01,11.7,102.05200000000012
1043,5,38.09999999999998,25,0.01,11.7,102.05400000000013
1044,12,105.3000000000001,60,0.01,11.78,102.81700000000012
1045,11,94.70000000000012,65,0.01,11.82,103.19600000000013
1046,10,85.60000000000005,55,0.01,11.8,102.99000000000012
1047,9,75.90000000000006,51,0.01,11.78,102.79300000000012
1048,11,96.3000000000001,49,0.01,11.71,102.13300000000012
1049,13,114.60000000000016,68,0.01,11.72,102.2300000000001
1050,12,102.80000000000018,85,0.01,11.73,102.28500000000011
1051,12,105.3000000000001,60,0.01,11.71,102.0980000000001
1052,11,95.8000000000001,54,0.01,11.73,102.29900000000012
1053,13,114.70000000000005,67,0.01,11.76,102.58800000000011
1054,8,67.00000000000001,39,0.01,11.79,102.8730000000001
1055,15,132.30000000000024,93,0.01,11.79,102.84600000000012
1056,9,75.80000000000007,52,0.01,11.79,102.83300000000013
1057,7,56.5,43,0.01,11.74,102.35000000000012
1058,8,66.49999999999997,44,0.01,11.67,101.66400000000013
1059,7,56.99999999999997,38,0.01,11.73,102.2380000000001
1060,12,106.60000000000007,47,0.01,11.68,101.79800000000012
1061,13,114.30000000000018,71,0.01,11.69,101.90700000000011
1062,5,38.19999999999998,24,0.01,11.7,102.01400000000012
1063,14,125.10000000000014,64,0.01,11.69,101.92000000000013
1064,12,106.10000000000011,52,0.01,11.71,102.11500000000011
1065,16,143.10000000000022,86,0.01,11.69,101.94100000000012
1066,10,86.40000000000002,47,0.01,11.66,101.65100000000011
1067,7,56.99999999999997,38,0.01,11.58,100.88800000000012
1068,13,113.60000000000016,78,0.01,11.65,101.5490000000001
1069,14,124.20000000000016,73,0.01,11.67,101.75000000000011
1070,18,162.1000000000002,98,0.01,11.79,102.89300000000014
1071,14,125.00000000000014,65,0.01,11.75,102.49300000000012
1072,10,85.60000000000011,55,0.01,11.79,102.87600000000013
1073,15,132.90000000000026,87,0.01,11.83,103.2440000000001
1074,5,37.29999999999997,33,0.01,11.73,102.2820000000001
1075,8,66.30000000000001,46,0.01,11.63,101.28900000000009
1076,12,105.90000000000009,54,0.01,11.69,101.86000000000011
1077,15,132.60000000000022,90,0.01,11.68,101.7570000000001
1078,10,86.00000000000003,51,0.01,11.69,101.8580000000001
1079,11,95.10000000000002,61,0.01,11.7,101.94000000000013
1080,8,67.4,35,0.01,11.62,101.19900000000011
1081,5,38.19999999999999,24,0.01,11.49,99.9500000000001
1082,3,19.199999999999996,12,0.01,11.49,99.94800000000012
1083,5,37.899999999999984,27,0.01,11.42,99.27000000000011
1084,20,182.70000000000024,94,0.01,11.42,99.26600000000012
1085,9,76.30000000000004,47,0.01,11.44,99.46400000000011
1086,18,161.80000000000032,101,0.01,11.45,99.5550000000001
1087,7,57.69999999999999,31,0.01,11.46,99.64800000000012
1088,17,152.20000000000024,96,0.01,11.5,100.03000000000011
1089,10,85.20000000000006,59,0.01,11.45,99.54500000000014
1090,6,47.19999999999998,35,0.01,11.43,99.34600000000013
1091,13,114.60000000000014,68,0.01,11.47,99.73200000000014
1092,8,66.9,40,0.01,11.41,99.16600000000011
1093,11,95.30000000000013,59,0.01,11.39,98.96200000000012
1094,5,37.799999999999976,28,0.01,11.31,98.19500000000009
1095,9,76.00000000000006,50,0.01,11.29,98.01900000000009
1096,2,8.899999999999999,14,0.01,11.27,97.82700000000008
1097,7,57.49999999999997,33,0.01,11.26,97.7180000000001
1098,12,104.10000000000011,72,0.01,11.22,97.3480000000001
1099,13,116.40000000000012,50,0.01,11.28,97.94300000000008
1100,11,96.8000000000001,44,0.01,11.22,97.40400000000008
1101,13,115.20000000000003,62,0.01,11.21,97.3080000000001
1102,15,133.30000000000024,83,0.01,11.24,97.5930000000001
1103,10,84.90000000000003,62,0.01,11.21,97.28700000000012
1104,12,105.90000000000012,54,0.01,11.25,97.6860000000001
1105,6,48.199999999999974,25,0.01,11.27,97.88200000000012
1106,11,96.3000000000001,49,0.01,11.21,97.3130000000001
1107,9,75.90000000000005,51,0.01,11.13,96.6370000000001
1108,17,153.00000000000026,88,0.01,11.18,97.12500000000009
1109,5,37.59999999999999,30,0.01,11.17,97.01500000000011
1110,13,115.10000000000016,63,0.01,11.12,96.5390000000001
1111,6,47.89999999999998,28,0.01,11.1,96.3470000000001
1112,11,96.00000000000003,52,0.01,11.05,95.86300000000008
1113,9,76.00000000000006,50,0.01,11.01,95.4980000000001
1114,8,66.50000000000001,44,0.01,10.95,94.92000000000009
1115,21,190.20000000000033,120,0.01,11.03,95.6660000000001
1116,4,26.599999999999966,39,0.01,10.9,94.39300000000009
1117,14,122.2000000000003,93,0.01,11.01,95.4370000000001
1118,12,103.40000000000012,79,0.01,11.01,95.4150000000001
1119,13,117.30000000000007,41,0.01,11.07,96.02400000000009
1120,11,96.1000000000001,51,0.01,11.06,95.93200000000007
1121,8,67.8,31,0.01,11.07,96.03200000000008
1122,10,85.20000000000002,59,0.01,11.01,95.47000000000008
1123,12,104.30000000000013,70,0.01,10.98,95.1870000000001
1124,18,163.10000000000025,88,0.01,11.0,95.3820000000001
1125,11,94.70000000000013,65,0.01,10.99,95.2770000000001
1126,9,76.20000000000003,48,0.01,11.02,95.56500000000011
1127,13,114.80000000000011,66,0.01,10.99,95.3070000000001
1128,11,95.10000000000011,61,0.01,10.97,95.10100000000011
1129,7,56.20000000000002,46,0.01,10.92,94.6190000000001
1130,14,124.4000000000002,71,0.01,10.95,94.9150000000001
1131,12,104.00000000000014,73,0.01,10.94,94.81100000000009
1132,7,56.69999999999999,41,0.01,10.91,94.5210000000001
1133,17,154.60000000000016,72,0.01,10.92,94.6480000000001
1134,7,57.30000000000001,35,0.01,10.86,94.06400000000009
1135,12,105.50000000000017,58,0.01,10.86,94.05900000000011
1136,17,151.7000000000003,101,0.01,10.88,94.2190000000001
1137,13,114.60000000000014,68,0.01,10.92,94.61600000000007
1138,17,153.00000000000023,88,0.01,10.99,95.31800000000008
1139,11,94.80000000000013,64,0.01,10.93,94.7320000000001
1140,17,153.30000000000024,85,0.01,10.92,94.65000000000009
1141,9,75.70000000000006,53,0.01,10.9,94.43400000000011
1142,14,124.50000000000014,70,0.01,10.92,94.62800000000009
1143,7,56.499999999999986,43,0.01,10.94,94.8120000000001
1144,6,47.59999999999997,31,0.01,10.88,94.23500000000008
1145,3,18.49999999999999,19,0.01,10.8,93.4730000000001
1146,11,95.30000000000008,59,0.01,10.81,93.57000000000009
1147,11,97.00000000000009,42,0.01,10.83,93.78100000000009
1148,13,114.40000000000018,70,0.01,10.85,93.96200000000006
1149,11,96.20000000000012,50,0.01,10.83,93.77800000000008
1150,5,37.899999999999984,27,0.01,10.76,93.12900000000009
1151,7,57.79999999999998,30,0.01,10.71,92.65400000000008
1152,10,85.90000000000006,52,0.01,10.7,92.55500000000008
1153,12,105.40000000000012,59,0.01,10.69,92.46200000000006
1154,15,132.30000000000027,93,0.01,10.76,93.1150000000001
1155,8,66.80000000000001,41,0.01,10.69,92.46000000000008
1156,15,135.00000000000009,66,0.01,10.75,93.05200000000008
1157,11,96.60000000000005,46,0.01,10.79,93.45300000000009
1158,9,77.4,36,0.01,10.8,93.56200000000008
1159,11,96.30000000000007,49,0.01,10.84,93.95500000000007
1160,21,190.6000000000004,116,0.01,10.93,94.79500000000007
1161,4,28.89999999999999,16,0.01,10.84,93.94100000000006
1162,8,66.99999999999999,39,0.01,10.87,94.22900000000007
1163,20,181.80000000000032,103,0.01,10.93,94.79600000000009
1164,14,125.10000000000016,64,0.01,10.95,94.98600000000009
1165,17,153.6000000000002,82,0.01,10.96,95.09100000000011
1166,9,75.60000000000005,54,0.01,10.95,94.9830000000001
1167,14,124.50000000000017,70,0.01,11.02,95.6580000000001
1168,9,76.60000000000004,44,0.01,10.98,95.2880000000001
1169,14,123.50000000000017,80,0.01,10.98,95.28100000000009
1170,5,38.09999999999999,25,0.01,10.85,94.0410000000001
1171,7,58.2,26,0.01,10.78,93.3730000000001
1172,11,94.6000000000001,66,0.01,10.79,93.46300000000011
1173,12,105.30000000000013,60,0.01,10.76,93.18700000000008
1174,10,87.20000000000006,39,0.01,10.81,93.68600000000009
1175,4,28.599999999999987,19,0.01,10.77,93.30900000000008
1176,16,144.90000000000012,68,0.01,10.81,93.69900000000008
1177,12,105.90000000000006,54,0.01,10.78,93.4320000000001
1178,11,95.50000000000007,57,0.01,10.79,93.52700000000009
1179,8,66.80000000000004,41,0.01,10.76,93.24400000000009
1180,14,124.40000000000015,71,0.01,10.82,93.81400000000006
1181,16,143.9000000000003,78,0.01,10.93,94.87100000000008
1182,8,68.30000000000003,26,0.01,10.98,95.36200000000007
1183,3,19.099999999999987,13,0.01,10.96,95.17400000000009
1184,9,76.80000000000007,42,0.01,10.85,94.11500000000007
1185,15,132.8000000000003,88,0.01,10.91,94.68000000000009
1186,17,152.70000000000022,91,0.01,10.9,94.58900000000011
1187,7,57.19999999999999,36,0.01,10.9,94.5840000000001
1188,9,75.80000000000004,52,0.01,10.82,93.8200000000001
1189,15,133.20000000000013,84,0.01,10.87,94.30000000000011
1190,10,86.10000000000005,50,0.01,10.91,94.6890000000001
1191,11,93.70000000000019,75,0.01,10.89,94.48000000000009
1192,7,56.89999999999998,39,0.01,10.88,94.38000000000011
1193,13,114.20000000000016,72,0.01,10.9,94.5690000000001
1194,16,143.50000000000017,82,0.01,11.01,95.62600000000009
1195,14,123.90000000000015,76,0.01,11.06,96.10500000000009
1196,13,114.70000000000014,67,0.01,11.17,97.1630000000001
1197,9,74.90000000000003,61,0.01,11.19,97.3370000000001
1198,14,124.80000000000018,67,0.01,11.21,97.54400000000008
1199,13,104.60000000000008,67,0.01,11.21,97.42600000000012
1200,5,38.399999999999984,22,0.01,11.15,96.84200000000008
1201,8,68.0,29,0.01,11.1,96.3700000000001
1202,15,132.4000000000003,92,0.01,11.1,96.36100000000009
1203,12,103.90000000000013,74,0.01,11.12,96.55100000000007
1204,9,76.00000000000003,50,0.01,11.09,96.25200000000008
1205,11,95.30000000000005,59,0.01,11.14,96.72300000000008
1206,16,141.9000000000003,98,0.01,11.19,97.17900000000009
1207,14,124.30000000000013,72,0.01,11.24,97.66300000000008
1208,2,9.100000000000001,12,0.01,11.09,96.22400000000007
1209,8,67.09999999999998,38,0.01,11.12,96.5190000000001
1210,8,66.60000000000001,43,0.01,11.07,96.0340000000001
1211,14,124.80000000000013,67,0.01,11.15,96.8030000000001
1212,22,200.8000000000004,115,0.01,11.26,97.8510000000001
1213,13,114.00000000000023,74,0.01,11.3,98.2310000000001
1214,4,27.899999999999984,26,0.01,11.26,97.84500000000008
1215,16,143.80000000000018,79,0.01,11.21,97.3810000000001
1216,7,58.099999999999994,27,0.01,11.24,97.69600000000011
1217,19,170.20000000000036,118,0.01,11.29,98.17600000000012
1218,19,171.80000000000032,102,0.01,11.36,98.86000000000011
1219,10,85.10000000000008,60,0.01,11.33,98.53800000000012
1220,11,96.90000000000005,43,0.01,11.33,98.5460000000001
1221,11,96.50000000000003,47,0.01,11.36,98.83300000000013
1222,14,125.60000000000011,59,0.01,11.4,99.23700000000012
1223,11,95.20000000000014,60,0.01,11.39,99.14600000000011
1224,6,47.699999999999974,30,0.01,11.27,97.99200000000013
1225,10,86.60000000000005,45,0.01,11.26,97.91100000000013
1226,14,124.00000000000014,75,0.01,11.31,98.38900000000012
1227,13,115.40000000000012,60,0.01,11.31,98.39500000000011
1228,8,67.80000000000004,31,0.01,11.28,98.12200000000009
1229,17,150.80000000000032,110,0.01,11.38,99.0680000000001
1230,8,66.40000000000006,45,0.01,11.32,98.48800000000008
1231,5,37.49999999999998,31,0.01,11.25,97.8230000000001
1232,15,132.80000000000024,88,0.01,11.33,98.5840000000001
1233,8,67.40000000000002,35,0.01,11.24,97.7120000000001
1234,13,114.80000000000015,66,0.01,11.3,98.28700000000012
1235,12,104.30000000000013,70,0.01,11.3,98.27500000000009
1236,8,66.59999999999997,43,0.01,11.21,97.42400000000009
1237,13,113.7000000000002,77,0.01,11.21,97.41500000000009
1238,14,124.20000000000022,73,0.01,11.18,97.12700000000012
1239,23,211.50000000000026,109,0.01,11.3,98.29400000000012
1240,7,58.39999999999998,24,0.01,11.2,97.34500000000011
1241,11,95.50000000000007,57,0.01,11.22,97.54300000000012
1242,10,86.3000000000001,48,0.01,11.18,97.1610000000001
1243,12,106.00000000000009,53,0.01,11.23,97.65600000000012
1244,9,76.10000000000005,49,0.01,11.26,97.94100000000012
1245,9,77.10000000000005,39,0.01,11.32,98.52700000000011
1246,20,182.5000000000003,96,0.01,11.41,99.39900000000013
1247,14,123.80000000000018,77,0.01,11.44,99.66700000000012
1248,5,38.09999999999998,25,0.01,11.36,98.90400000000011
1249,11,97.00000000000003,42,0.01,11.36,98.91200000000009
1250,13,113.80000000000018,76,0.01,11.44,99.67100000000013
1251,9,75.40000000000006,56,0.01,11.46,99.8470000000001
1252,15,133.90000000000026,77,0.01,11.51,100.32700000000008
1253,7,57.099999999999994,37,0.01,11.46,99.84400000000011
1254,3,17.899999999999984,25,0.01,11.34,98.70000000000009
1255,4,27.799999999999983,27,0.01,11.3,98.31000000000009
1256,3,18.899999999999995,15,0.01,11.18,97.1490000000001
1257,12,104.20000000000009,71,0.01,11.19,97.22500000000011
1258,6,47.39999999999997,33,0.01,11.16,96.92500000000011
1259,9,76.70000000000005,43,0.01,11.14,96.72900000000013
1260,15,132.50000000000023,91,0.01,11.08,96.14800000000012
1261,7,57.099999999999994,37,0.01,11.11,96.4300000000001
1262,18,160.30000000000027,116,0.01,11.21,97.36300000000014
1263,9,76.10000000000002,49,0.01,11.1,96.30600000000011
1264,10,86.60000000000005,45,0.01,11.06,95.92100000000013
1265,8,66.70000000000002,42,0.01,10.97,95.05200000000013
1266,6,47.49999999999998,32,0.01,10.94,94.77100000000013
1267,14,125.00000000000011,65,0.01,10.94,94.77600000000011
1268,5,38.89999999999999,17,0.01,10.9,94.3990000000001
1269,15,131.7000000000003,99,0.01,10.91,94.48100000000011
1270,9,75.80000000000001,52,0.01,10.95,94.85800000000009
1271,12,105.70000000000013,56,0.01,11.0,95.3330000000001
1272,14,125.30000000000013,62,0.01,11.03,95.64000000000009
1273,13,114.20000000000016,72,0.01,11.04,95.72900000000008
1274,9,76.2000000000001,48,0.01,11.03,95.6190000000001
1275,21,184.00000000000068,182,0.01,11.2,97.1730000000001
1276,8,66.00000000000001,49,0.01,11.12,96.3840000000001
1277,17,152.10000000000022,97,0.01,11.17,96.84600000000012
1278,15,134.60000000000022,70,0.01,11.21,97.2370000000001
1279,4,29.19999999999999,13,0.01,11.17,96.86100000000012
1280,17,153.40000000000018,84,0.01,11.2,97.15100000000011
1281,13,115.90000000000008,55,0.01,11.17,96.87100000000011
1282,7,57.69999999999999,31,0.01,11.16,96.76500000000011
1283,7,56.60000000000002,42,0.01,11.2,97.14000000000009
1284,13,114.60000000000015,68,0.01,11.24,97.51800000000011
1285,7,57.5,33,0.01,11.16,96.76500000000011
1286,12,104.00000000000011,73,0.01,11.11,96.2780000000001
1287,11,96.00000000000014,52,0.01,11.15,96.66600000000011
1288,14,125.00000000000014,65,0.01,11.2,97.1580000000001
1289,13,114.0000000000002,74,0.01,11.18,96.9660000000001
1290,14,123.70000000000019,78,0.01,11.22,97.34200000000011
1291,17,153.90000000000026,79,0.01,11.28,97.9440000000001
1292,8,66.80000000000003,41,0.01,11.29,98.0430000000001
1293,5,38.09999999999998,25,0.01,11.21,97.28200000000011
1294,14,125.00000000000017,65,0.01,11.19,97.09700000000012
1295,9,77.10000000000004,39,0.01,11.14,96.6290000000001
1296,17,152.80000000000032,90,0.01,11.18,97.01000000000013
1297,11,93.90000000000009,73,0.01,11.2,97.20000000000013
1298,6,48.39999999999999,23,0.01,11.12,96.4360000000001
1299,13,114.20000000000014,72,0.01,11.12,96.53200000000011
1300,23,212.80000000000027,96,0.01,11.3,98.27600000000011
1301,15,134.10000000000014,75,0.01,11.37,98.93700000000014
1302,11,95.10000000000011,61,0.01,11.33,98.56400000000012
1303,9,76.80000000000001,42,0.01,11.3,98.29300000000012
1304,11,96.80000000000004,44,0.01,11.32,98.50100000000009
1305,19,171.50000000000028,105,0.01,11.4,99.2630000000001
1306,9,77.10000000000002,39,0.01,11.33,98.6150000000001
1307,12,105.40000000000012,59,0.01,11.31,98.4260000000001
1308,8,65.20000000000005,57,0.01,11.37,98.98700000000012
1309,15,134.10000000000016,75,0.01,11.44,99.65700000000011
1310,1,-0.29999999999999893,5,0.01,11.37,98.98800000000011
1311,17,151.80000000000027,100,0.01,11.4,99.25800000000014
1312,17,154.20000000000022,76,0.01,11.35,98.79200000000013
1313,19,172.40000000000026,96,0.01,11.41,99.37600000000013
1314,14,125.60000000000014,59,0.01,11.51,100.35300000000012
1315,19,171.4000000000003,106,0.01,11.54,100.6290000000001
1316,16,143.7000000000001,80,0.01,11.63,101.48500000000011
1317,1,-0.29999999999999893,5,0.01,11.45,99.78000000000013
1318,6,48.49999999999999,22,0.01,11.32,98.5470000000001
1319,11,96.2000000000001,50,0.01,11.33,98.65800000000014
1320,14,122.4000000000002,91,0.01,11.36,98.91300000000012
1321,15,134.00000000000017,76,0.01,11.4,99.28800000000012
1322,14,125.8000000000001,57,0.01,11.4,99.29000000000009
1323,7,57.09999999999998,37,0.01,11.36,98.9090000000001
1324,12,104.10000000000008,72,0.01,11.42,99.4730000000001
1325,8,68.20000000000002,27,0.01,11.4,99.28900000000013
1326,19,171.90000000000023,101,0.01,11.45,99.76800000000011
1327,10,84.40000000000008,67,0.01,11.42,99.45800000000013
1328,11,95.7000000000001,55,0.01,11.45,99.73700000000012
1329,12,104.40000000000008,69,0.01,11.4,99.27300000000012
1330,4,29.099999999999994,14,0.01,11.36,98.90000000000013
1331,17,153.8000000000002,80,0.01,11.48,100.06300000000014
1332,15,132.80000000000024,88,0.01,11.48,100.06300000000014
1333,8,67.60000000000004,33,0.01,11.48,100.06500000000014
1334,11,94.8000000000001,64,0.01,11.46,99.86500000000012
1335,16,143.10000000000016,86,0.01,11.5,100.25300000000011
1336,15,134.6000000000002,70,0.01,11.57,100.93300000000012
1337,17,151.0000000000003,108,0.01,11.61,101.30600000000011
1338,16,145.60000000000014,61,0.01,11.63,101.52000000000012
1339,10,85.30000000000004,58,0.01,11.5,100.2580000000001
1340,3,18.099999999999987,23,0.01,11.46,99.8550000000001
1341,9,76.10000000000005,49,0.01,11.44,99.66100000000012
1342,13,112.70000000000023,87,0.01,11.47,99.92500000000011
1343,9,75.50000000000009,55,0.01,11.44,99.62000000000013
1344,14,124.10000000000008,74,0.01,11.49,100.10000000000012
1345,12,104.70000000000012,66,0.01,11.52,100.37600000000013
1346,15,135.50000000000014,61,0.01,11.47,99.90600000000012
1347,15,133.00000000000023,86,0.01,11.48,99.99800000000012
1348,10,85.60000000000002,55,0.01,11.53,100.47300000000013
1349,17,153.20000000000024,86,0.01,11.59,101.03500000000012
1350,15,133.90000000000018,77,0.01,11.61,101.23600000000012
1351,12,106.0000000000001,53,0.01,11.64,101.54200000000012
1352,17,153.00000000000026,88,0.01,11.66,101.73300000000012
1353,9,75.20000000000007,58,0.01,11.68,101.9140000000001
1354,11,95.20000000000005,60,0.01,11.76,102.68700000000011
1355,17,154.1000000000001,77,0.01,11.89,103.95000000000013
1356,11,95.70000000000002,55,0.01,11.97,104.71800000000013
1357,5,38.59999999999999,20,0.01,11.9,104.06200000000014
1358,9,76.40000000000005,46,0.01,11.93,104.35200000000013
1359,11,95.30000000000007,59,0.01,11.95,104.53800000000012
1360,5,37.39999999999998,32,0.01,11.85,103.5870000000001
1361,8,66.10000000000002,48,0.01,11.86,103.67700000000009
1362,16,143.00000000000026,87,0.01,11.84,103.5040000000001
1363,9,75.70000000000007,53,0.01,11.84,103.50000000000013
1364,19,172.20000000000024,98,0.01,11.93,104.35600000000011
